,Country/Region,date,confirmed,deaths,recovered
11192,Libya,2020-03-21,0,0,0
11193,Liechtenstein,2020-03-21,37,0,0
11194,Lithuania,2020-03-21,83,1,1
11195,Luxembourg,2020-03-21,670,8,0
11196,MS Zaandam,2020-03-21,0,0,0
11197,Madagascar,2020-03-21,3,0,0
11198,Malawi,2020-03-21,0,0,0
11199,Malaysia,2020-03-21,1183,4,114
11200,Maldives,2020-03-21,13,0,0
11201,Mali,2020-03-21,0,0,0
11202,Malta,2020-03-21,73,0,2
11203,Mauritania,2020-03-21,2,0,0
11204,Mauritius,2020-03-21,14,1,0
11205,Mexico,2020-03-21,251,2,4
11206,Moldova,2020-03-21,80,1,1
11207,Monaco,2020-03-21,11,0,0
11208,Mongolia,2020-03-21,10,0,0
11209,Montenegro,2020-03-21,14,0,0
11210,Morocco,2020-03-21,96,3,3
11211,Mozambique,2020-03-21,0,0,0
11212,Namibia,2020-03-21,3,0,0
11213,Nepal,2020-03-21,1,0,1
11214,Netherlands,2020-03-21,3640,137,0
11215,New Zealand,2020-03-21,52,0,0
11216,Nicaragua,2020-03-21,2,0,0
11217,Niger,2020-03-21,1,0,0
11218,Nigeria,2020-03-21,22,0,1
11219,North Macedonia,2020-03-21,85,0,1
11220,Norway,2020-03-21,2118,7,1
11221,Oman,2020-03-21,52,0,12
11222,Pakistan,2020-03-21,776,5,5
11223,Panama,2020-03-21,200,1,0
11224,Papua New Guinea,2020-03-21,1,0,0
11225,Paraguay,2020-03-21,18,1,0
11226,Peru,2020-03-21,318,5,1
11227,Philippines,2020-03-21,307,19,13
11228,Poland,2020-03-21,536,5,1
11229,Portugal,2020-03-21,1280,12,5
11230,Qatar,2020-03-21,481,0,27
11231,Romania,2020-03-21,367,0,52
11232,Russia,2020-03-21,306,1,12
11233,Rwanda,2020-03-21,17,0,0
11234,Saint Kitts and Nevis,2020-03-21,0,0,0
11235,Saint Lucia,2020-03-21,2,0,0
11236,Saint Vincent and the Grenadines,2020-03-21,1,0,0
11237,San Marino,2020-03-21,144,20,4
11238,Sao Tome and Principe,2020-03-21,0,0,0
11239,Saudi Arabia,2020-03-21,392,0,16
11240,Senegal,2020-03-21,47,0,5
11241,Serbia,2020-03-21,171,1,1
11242,Seychelles,2020-03-21,7,0,0
11243,Sierra Leone,2020-03-21,0,0,0
11244,Singapore,2020-03-21,432,2,140
11245,Slovakia,2020-03-21,178,1,0
11246,Slovenia,2020-03-21,383,1,0
11247,Somalia,2020-03-21,1,0,0
11248,South Africa,2020-03-21,240,0,0
11249,South Sudan,2020-03-21,0,0,0
11250,Spain,2020-03-21,25374,1375,2125
11251,Sri Lanka,2020-03-21,77,0,1
11252,Sudan,2020-03-21,2,1,0
11253,Suriname,2020-03-21,4,0,0
11254,Sweden,2020-03-21,1763,20,0
11255,Switzerland,2020-03-21,6575,75,15
11256,Syria,2020-03-21,0,0,0
11257,Taiwan*,2020-03-21,153,2,28
11258,Tajikistan,2020-03-21,0,0,0
11259,Tanzania,2020-03-21,6,0,0
11260,Thailand,2020-03-21,411,1,42
11261,Timor-Leste,2020-03-21,0,0,0
11262,Togo,2020-03-21,16,0,1
11263,Trinidad and Tobago,2020-03-21,49,0,1
11264,Tunisia,2020-03-21,60,1,0
11265,Turkey,2020-03-21,670,9,0
11266,US,2020-03-21,25818,456,176
11267,Uganda,2020-03-21,1,0,0
11268,Ukraine,2020-03-21,47,3,1
11269,United Arab Emirates,2020-03-21,153,2,38
11270,United Kingdom,2020-03-21,5067,251,67
11271,Uruguay,2020-03-21,135,0,0
11272,Uzbekistan,2020-03-21,43,0,0
11273,Venezuela,2020-03-21,70,0,0
11274,Vietnam,2020-03-21,94,0,17
11275,West Bank and Gaza,2020-03-21,48,0,17
11276,Western Sahara,2020-03-21,0,0,0
11277,Yemen,2020-03-21,0,0,0
11278,Zambia,2020-03-21,2,0,0
11279,Zimbabwe,2020-03-21,3,0,0
11280,Afghanistan,2020-03-22,40,1,1
11281,Albania,2020-03-22,89,2,2
11282,Algeria,2020-03-22,201,17,65
11283,Andorra,2020-03-22,113,1,1
11284,Angola,2020-03-22,2,0,0
11285,Antigua and Barbuda,2020-03-22,1,0,0
11286,Argentina,2020-03-22,266,4,3
11287,Armenia,2020-03-22,194,0,2
11288,Australia,2020-03-22,1549,7,88
11289,Austria,2020-03-22,3582,16,9
11290,Azerbaijan,2020-03-22,65,1,10
11291,Bahamas,2020-03-22,4,0,0
11292,Bahrain,2020-03-22,334,2,149
11293,Bangladesh,2020-03-22,27,2,3
11294,Barbados,2020-03-22,14,0,0
11295,Belarus,2020-03-22,76,0,15
11296,Belgium,2020-03-22,3401,75,263
11297,Belize,2020-03-22,0,0,0
11298,Benin,2020-03-22,2,0,0
11299,Bhutan,2020-03-22,2,0,0
11300,Bolivia,2020-03-22,24,0,0
11301,Bosnia and Herzegovina,2020-03-22,126,1,2
11302,Botswana,2020-03-22,0,0,0
11303,Brazil,2020-03-22,1546,25,2
11304,Brunei,2020-03-22,88,0,2
11305,Bulgaria,2020-03-22,187,3,3
11306,Burkina Faso,2020-03-22,75,4,5
11307,Burma,2020-03-22,0,0,0
11308,Burundi,2020-03-22,0,0,0
11309,Cabo Verde,2020-03-22,3,0,0
11310,Cambodia,2020-03-22,84,0,1
11311,Cameroon,2020-03-22,40,0,0
11312,Canada,2020-03-22,1469,21,10
11313,Central African Republic,2020-03-22,3,0,0
11314,Chad,2020-03-22,1,0,0
11315,Chile,2020-03-22,632,1,8
11316,China,2020-03-22,81435,3274,72362
11317,Colombia,2020-03-22,231,2,3
11318,Comoros,2020-03-22,0,0,0
11319,Congo (Brazzaville),2020-03-22,3,0,0
11320,Congo (Kinshasa),2020-03-22,30,1,0
11321,Costa Rica,2020-03-22,134,2,2
11322,Cote d'Ivoire,2020-03-22,14,0,1
11323,Croatia,2020-03-22,254,1,5
11324,Cuba,2020-03-22,35,1,0
11325,Cyprus,2020-03-22,95,1,3
11326,Czechia,2020-03-22,1120,1,6
11327,Denmark,2020-03-22,1514,13,1
11328,Diamond Princess,2020-03-22,712,8,325
11329,Djibouti,2020-03-22,1,0,0
11330,Dominica,2020-03-22,1,0,0
11331,Dominican Republic,2020-03-22,202,3,0
11332,Ecuador,2020-03-22,789,14,3
11333,Egypt,2020-03-22,327,14,56
11334,El Salvador,2020-03-22,3,0,0
11335,Equatorial Guinea,2020-03-22,6,0,0
11336,Eritrea,2020-03-22,1,0,0
11337,Estonia,2020-03-22,326,0,2
11338,Eswatini,2020-03-22,4,0,0
11339,Ethiopia,2020-03-22,11,0,4
11340,Fiji,2020-03-22,2,0,0
11341,Finland,2020-03-22,626,1,10
11342,France,2020-03-22,16243,676,2206
11343,Gabon,2020-03-22,5,1,0
11344,Gambia,2020-03-22,1,0,0
11345,Georgia,2020-03-22,54,0,3
11346,Germany,2020-03-22,24873,94,266
11347,Ghana,2020-03-22,23,1,0
11348,Greece,2020-03-22,624,15,19
11349,Grenada,2020-03-22,1,0,0
11350,Guatemala,2020-03-22,19,1,0
11351,Guinea,2020-03-22,2,0,0
11352,Guinea-Bissau,2020-03-22,0,0,0
11353,Guyana,2020-03-22,19,1,0
11354,Haiti,2020-03-22,2,0,0
11355,Holy See,2020-03-22,1,0,0
11356,Honduras,2020-03-22,26,0,0
11357,Hungary,2020-03-22,131,6,16
11358,Iceland,2020-03-22,568,1,36
11359,India,2020-03-22,396,7,27
11360,Indonesia,2020-03-22,514,48,29
11361,Iran,2020-03-22,21638,1685,7931
11362,Iraq,2020-03-22,233,20,57
11363,Ireland,2020-03-22,906,4,5
11364,Israel,2020-03-22,883,1,37
11365,Italy,2020-03-22,59138,5476,7024
11366,Jamaica,2020-03-22,19,1,2
11367,Japan,2020-03-22,1101,41,235
11368,Jordan,2020-03-22,112,0,1
11369,Kazakhstan,2020-03-22,60,0,0
11370,Kenya,2020-03-22,15,0,0
11371,"Korea, South",2020-03-22,8961,111,2909
11372,Kosovo,2020-03-22,0,0,0
11373,Kuwait,2020-03-22,188,0,27
11374,Kyrgyzstan,2020-03-22,14,0,0
11375,Laos,2020-03-22,0,0,0
11376,Latvia,2020-03-22,139,0,1
11377,Lebanon,2020-03-22,248,4,8
11378,Lesotho,2020-03-22,0,0,0
11379,Liberia,2020-03-22,3,0,0
11380,Libya,2020-03-22,0,0,0
11381,Liechtenstein,2020-03-22,37,0,0
11382,Lithuania,2020-03-22,143,1,1
11383,Luxembourg,2020-03-22,798,8,6
11384,MS Zaandam,2020-03-22,0,0,0
11385,Madagascar,2020-03-22,3,0,0
11386,Malawi,2020-03-22,0,0,0
11387,Malaysia,2020-03-22,1306,10,139
11388,Maldives,2020-03-22,13,0,0
11389,Mali,2020-03-22,0,0,0
11390,Malta,2020-03-22,90,0,2
11391,Mauritania,2020-03-22,2,0,0
11392,Mauritius,2020-03-22,28,2,0
11393,Mexico,2020-03-22,316,3,4
11394,Moldova,2020-03-22,94,1,1
11395,Monaco,2020-03-22,23,0,1
11396,Mongolia,2020-03-22,10,0,0
11397,Montenegro,2020-03-22,21,0,0
11398,Morocco,2020-03-22,115,4,3
11399,Mozambique,2020-03-22,1,0,0
11400,Namibia,2020-03-22,3,0,0
11401,Nepal,2020-03-22,1,0,1
11402,Netherlands,2020-03-22,4217,180,0
11403,New Zealand,2020-03-22,102,0,0
11404,Nicaragua,2020-03-22,2,0,0
11405,Niger,2020-03-22,2,0,0
11406,Nigeria,2020-03-22,30,0,2
11407,North Macedonia,2020-03-22,115,1,1
11408,Norway,2020-03-22,2385,7,1
11409,Oman,2020-03-22,55,0,17
11410,Pakistan,2020-03-22,875,6,5
11411,Panama,2020-03-22,313,3,0
11412,Papua New Guinea,2020-03-22,1,0,0
11413,Paraguay,2020-03-22,22,1,0
11414,Peru,2020-03-22,363,5,1
11415,Philippines,2020-03-22,380,25,17
11416,Poland,2020-03-22,634,7,1
11417,Portugal,2020-03-22,1600,14,5
11418,Qatar,2020-03-22,494,0,33
11419,Romania,2020-03-22,433,3,64
11420,Russia,2020-03-22,367,1,16
11421,Rwanda,2020-03-22,19,0,0
11422,Saint Kitts and Nevis,2020-03-22,0,0,0
11423,Saint Lucia,2020-03-22,2,0,0
11424,Saint Vincent and the Grenadines,2020-03-22,1,0,0
11425,San Marino,2020-03-22,175,20,4
11426,Sao Tome and Principe,2020-03-22,0,0,0
11427,Saudi Arabia,2020-03-22,511,0,16
11428,Senegal,2020-03-22,67,0,5
11429,Serbia,2020-03-22,222,2,1
11430,Seychelles,2020-03-22,7,0,0
11431,Sierra Leone,2020-03-22,0,0,0
11432,Singapore,2020-03-22,455,2,144
11433,Slovakia,2020-03-22,185,0,7
11434,Slovenia,2020-03-22,414,2,0
11435,Somalia,2020-03-22,1,0,0
11436,South Africa,2020-03-22,274,0,0
11437,South Sudan,2020-03-22,0,0,0
11438,Spain,2020-03-22,28768,1772,2575
11439,Sri Lanka,2020-03-22,82,0,3
11440,Sudan,2020-03-22,2,1,0
11441,Suriname,2020-03-22,5,0,0
11442,Sweden,2020-03-22,1934,21,0
11443,Switzerland,2020-03-22,7474,98,131
11444,Syria,2020-03-22,1,0,0
11445,Taiwan*,2020-03-22,169,2,28
11446,Tajikistan,2020-03-22,0,0,0
11447,Tanzania,2020-03-22,12,0,0
11448,Thailand,2020-03-22,599,1,44
11449,Timor-Leste,2020-03-22,1,0,0
11450,Togo,2020-03-22,16,0,1
11451,Trinidad and Tobago,2020-03-22,50,0,1
11452,Tunisia,2020-03-22,75,3,1
11453,Turkey,2020-03-22,1236,30,0
11454,US,2020-03-22,33756,600,178
11455,Uganda,2020-03-22,1,0,0
11456,Ukraine,2020-03-22,73,3,1
11457,United Arab Emirates,2020-03-22,153,2,38
11458,United Kingdom,2020-03-22,5745,286,67
11459,Uruguay,2020-03-22,158,0,0
11460,Uzbekistan,2020-03-22,43,0,0
11461,Venezuela,2020-03-22,70,0,15
11462,Vietnam,2020-03-22,113,0,17
11463,West Bank and Gaza,2020-03-22,52,0,17
11464,Western Sahara,2020-03-22,0,0,0
11465,Yemen,2020-03-22,0,0,0
11466,Zambia,2020-03-22,3,0,0
11467,Zimbabwe,2020-03-22,3,0,0
11468,Afghanistan,2020-03-23,40,1,1
11469,Albania,2020-03-23,104,4,2
11470,Algeria,2020-03-23,230,17,65
11471,Andorra,2020-03-23,133,1,1
11472,Angola,2020-03-23,3,0,0
11473,Antigua and Barbuda,2020-03-23,3,0,0
11474,Argentina,2020-03-23,301,4,3
11475,Armenia,2020-03-23,235,0,2
11476,Australia,2020-03-23,1682,7,88
11477,Austria,2020-03-23,4474,21,9
11478,Azerbaijan,2020-03-23,72,1,10
11479,Bahamas,2020-03-23,4,0,0
11480,Bahrain,2020-03-23,377,2,149
11481,Bangladesh,2020-03-23,33,3,3
11482,Barbados,2020-03-23,17,0,0
11483,Belarus,2020-03-23,81,0,15
11484,Belgium,2020-03-23,3743,88,263
11485,Belize,2020-03-23,1,0,0
11486,Benin,2020-03-23,5,0,0
11487,Bhutan,2020-03-23,2,0,0
11488,Bolivia,2020-03-23,27,0,0
11489,Bosnia and Herzegovina,2020-03-23,136,1,2
11490,Botswana,2020-03-23,0,0,0
11491,Brazil,2020-03-23,1924,34,2
11492,Brunei,2020-03-23,91,0,2
11493,Bulgaria,2020-03-23,201,3,3
11494,Burkina Faso,2020-03-23,99,4,5
11495,Burma,2020-03-23,0,0,0
11496,Burundi,2020-03-23,0,0,0
11497,Cabo Verde,2020-03-23,3,0,0
11498,Cambodia,2020-03-23,87,0,1
11499,Cameroon,2020-03-23,56,0,0
11500,Canada,2020-03-23,2088,25,10
11501,Central African Republic,2020-03-23,3,0,0
11502,Chad,2020-03-23,1,0,0
11503,Chile,2020-03-23,746,2,8
11504,China,2020-03-23,81498,3274,72814
11505,Colombia,2020-03-23,277,3,3
11506,Comoros,2020-03-23,0,0,0
11507,Congo (Brazzaville),2020-03-23,4,0,0
11508,Congo (Kinshasa),2020-03-23,36,1,0
11509,Costa Rica,2020-03-23,158,2,2
11510,Cote d'Ivoire,2020-03-23,25,0,1
11511,Croatia,2020-03-23,315,1,5
11512,Cuba,2020-03-23,40,1,0
11513,Cyprus,2020-03-23,116,1,3
11514,Czechia,2020-03-23,1236,1,6
11515,Denmark,2020-03-23,1572,24,1
11516,Diamond Princess,2020-03-23,712,8,325
11517,Djibouti,2020-03-23,3,0,0
11518,Dominica,2020-03-23,2,0,0
11519,Dominican Republic,2020-03-23,245,3,0
11520,Ecuador,2020-03-23,981,18,3
11521,Egypt,2020-03-23,366,19,56
11522,El Salvador,2020-03-23,3,0,0
11523,Equatorial Guinea,2020-03-23,9,0,0
11524,Eritrea,2020-03-23,1,0,0
11525,Estonia,2020-03-23,352,0,2
11526,Eswatini,2020-03-23,4,0,0
11527,Ethiopia,2020-03-23,11,0,4
11528,Fiji,2020-03-23,3,0,0
11529,Finland,2020-03-23,700,1,10
11530,France,2020-03-23,20123,862,2206
11531,Gabon,2020-03-23,5,1,0
11532,Gambia,2020-03-23,2,1,0
11533,Georgia,2020-03-23,61,0,3
11534,Germany,2020-03-23,29056,123,266
11535,Ghana,2020-03-23,27,2,0
11536,Greece,2020-03-23,695,17,19
11537,Grenada,2020-03-23,1,0,0
11538,Guatemala,2020-03-23,20,1,0
11539,Guinea,2020-03-23,4,0,0
11540,Guinea-Bissau,2020-03-23,0,0,0
11541,Guyana,2020-03-23,20,1,0
11542,Haiti,2020-03-23,6,0,0
11543,Holy See,2020-03-23,1,0,0
11544,Honduras,2020-03-23,30,0,0
11545,Hungary,2020-03-23,167,7,16
11546,Iceland,2020-03-23,588,1,36
11547,India,2020-03-23,499,10,27
11548,Indonesia,2020-03-23,579,49,29
11549,Iran,2020-03-23,23049,1812,7931
11550,Iraq,2020-03-23,266,23,57
11551,Ireland,2020-03-23,1125,6,5
11552,Israel,2020-03-23,1071,1,37
11553,Italy,2020-03-23,63927,6077,7024
11554,Jamaica,2020-03-23,19,1,2
11555,Japan,2020-03-23,1128,42,235
11556,Jordan,2020-03-23,127,0,1
11557,Kazakhstan,2020-03-23,62,0,0
11558,Kenya,2020-03-23,16,0,0
11559,"Korea, South",2020-03-23,8961,111,2909
11560,Kosovo,2020-03-23,0,0,0
11561,Kuwait,2020-03-23,189,0,27
11562,Kyrgyzstan,2020-03-23,16,0,0
11563,Laos,2020-03-23,0,0,0
11564,Latvia,2020-03-23,180,0,1
11565,Lebanon,2020-03-23,267,4,8
11566,Lesotho,2020-03-23,0,0,0
11567,Liberia,2020-03-23,3,0,0
11568,Libya,2020-03-23,0,0,0
11569,Liechtenstein,2020-03-23,51,0,0
11570,Lithuania,2020-03-23,179,1,1
11571,Luxembourg,2020-03-23,875,8,6
11572,MS Zaandam,2020-03-23,0,0,0
11573,Madagascar,2020-03-23,12,0,0
11574,Malawi,2020-03-23,0,0,0
11575,Malaysia,2020-03-23,1518,14,139
11576,Maldives,2020-03-23,13,0,0
11577,Mali,2020-03-23,0,0,0
11578,Malta,2020-03-23,107,0,2
11579,Mauritania,2020-03-23,2,0,0
11580,Mauritius,2020-03-23,36,2,0
11581,Mexico,2020-03-23,367,4,4
11582,Moldova,2020-03-23,109,1,1
11583,Monaco,2020-03-23,23,0,1
11584,Mongolia,2020-03-23,10,0,0
11585,Montenegro,2020-03-23,27,1,0
11586,Morocco,2020-03-23,143,4,3
11587,Mozambique,2020-03-23,1,0,0
11588,Namibia,2020-03-23,4,0,0
11589,Nepal,2020-03-23,2,0,1
11590,Netherlands,2020-03-23,4764,214,0
11591,New Zealand,2020-03-23,102,0,0
11592,Nicaragua,2020-03-23,2,0,0
11593,Niger,2020-03-23,3,0,0
11594,Nigeria,2020-03-23,40,1,2
11595,North Macedonia,2020-03-23,136,2,1
11596,Norway,2020-03-23,2621,10,1
11597,Oman,2020-03-23,66,0,17
11598,Pakistan,2020-03-23,972,7,18
11599,Panama,2020-03-23,345,6,0
11600,Papua New Guinea,2020-03-23,1,0,0
11601,Paraguay,2020-03-23,22,1,0
11602,Peru,2020-03-23,395,5,1
11603,Philippines,2020-03-23,462,33,17
11604,Poland,2020-03-23,749,8,1
11605,Portugal,2020-03-23,2060,23,5
11606,Qatar,2020-03-23,501,0,33
11607,Romania,2020-03-23,576,7,64
11608,Russia,2020-03-23,438,1,16
11609,Rwanda,2020-03-23,36,0,0
11610,Saint Kitts and Nevis,2020-03-23,0,0,0
11611,Saint Lucia,2020-03-23,3,0,0
11612,Saint Vincent and the Grenadines,2020-03-23,1,0,0
11613,San Marino,2020-03-23,187,20,4
11614,Sao Tome and Principe,2020-03-23,0,0,0
11615,Saudi Arabia,2020-03-23,562,0,16
11616,Senegal,2020-03-23,79,0,5
11617,Serbia,2020-03-23,249,3,1
11618,Seychelles,2020-03-23,7,0,0
11619,Sierra Leone,2020-03-23,0,0,0
11620,Singapore,2020-03-23,509,2,144
11621,Slovakia,2020-03-23,186,0,7
11622,Slovenia,2020-03-23,442,3,0
11623,Somalia,2020-03-23,1,0,0
11624,South Africa,2020-03-23,402,0,0
11625,South Sudan,2020-03-23,0,0,0
11626,Spain,2020-03-23,35136,2311,2575
11627,Sri Lanka,2020-03-23,97,0,3
11628,Sudan,2020-03-23,2,1,0
11629,Suriname,2020-03-23,5,0,0
11630,Sweden,2020-03-23,2046,25,0
11631,Switzerland,2020-03-23,8795,120,131
11632,Syria,2020-03-23,1,0,0
11633,Taiwan*,2020-03-23,195,2,28
11634,Tajikistan,2020-03-23,0,0,0
11635,Tanzania,2020-03-23,12,0,0
11636,Thailand,2020-03-23,721,1,44
11637,Timor-Leste,2020-03-23,1,0,0
11638,Togo,2020-03-23,18,0,1
11639,Trinidad and Tobago,2020-03-23,51,0,1
11640,Tunisia,2020-03-23,89,3,1
11641,Turkey,2020-03-23,1529,37,0
11642,US,2020-03-23,43845,784,178
11643,Uganda,2020-03-23,9,0,0
11644,Ukraine,2020-03-23,73,3,1
11645,United Arab Emirates,2020-03-23,198,2,38
11646,United Kingdom,2020-03-23,6726,360,67
11647,Uruguay,2020-03-23,162,0,0
11648,Uzbekistan,2020-03-23,46,0,0
11649,Venezuela,2020-03-23,77,0,15
11650,Vietnam,2020-03-23,123,0,17
11651,West Bank and Gaza,2020-03-23,59,0,17
11652,Western Sahara,2020-03-23,0,0,0
11653,Yemen,2020-03-23,0,0,0
11654,Zambia,2020-03-23,3,0,0
11655,Zimbabwe,2020-03-23,3,1,0
11656,Afghanistan,2020-03-24,74,1,1
11657,Albania,2020-03-24,123,5,10
11658,Algeria,2020-03-24,264,19,24
11659,Andorra,2020-03-24,164,1,1
11660,Angola,2020-03-24,3,0,0
11661,Antigua and Barbuda,2020-03-24,3,0,0
11662,Argentina,2020-03-24,387,6,52
11663,Armenia,2020-03-24,249,0,14
11664,Australia,2020-03-24,2044,8,115
11665,Austria,2020-03-24,5283,28,9
11666,Azerbaijan,2020-03-24,87,1,10
11667,Bahamas,2020-03-24,5,0,1
11668,Bahrain,2020-03-24,392,3,177
11669,Bangladesh,2020-03-24,39,4,5
11670,Barbados,2020-03-24,18,0,0
11671,Belarus,2020-03-24,81,0,22
11672,Belgium,2020-03-24,4269,122,461
11673,Belize,2020-03-24,1,0,0
11674,Benin,2020-03-24,6,0,0
11675,Bhutan,2020-03-24,2,0,0
11676,Bolivia,2020-03-24,29,0,0
11677,Bosnia and Herzegovina,2020-03-24,166,3,2
11678,Botswana,2020-03-24,0,0,0
11679,Brazil,2020-03-24,2247,46,2
11680,Brunei,2020-03-24,104,0,2
11681,Bulgaria,2020-03-24,218,3,3
11682,Burkina Faso,2020-03-24,114,4,7
11683,Burma,2020-03-24,0,0,0
11684,Burundi,2020-03-24,0,0,0
11685,Cabo Verde,2020-03-24,3,1,0
11686,Cambodia,2020-03-24,91,0,4
11687,Cameroon,2020-03-24,66,0,0
11688,Canada,2020-03-24,2790,26,110
11689,Central African Republic,2020-03-24,3,0,0
11690,Chad,2020-03-24,3,0,0
11691,Chile,2020-03-24,922,2,17
11692,China,2020-03-24,81591,3281,73280
11693,Colombia,2020-03-24,378,3,6
11694,Comoros,2020-03-24,0,0,0
11695,Congo (Brazzaville),2020-03-24,4,0,0
11696,Congo (Kinshasa),2020-03-24,45,2,0
11697,Costa Rica,2020-03-24,177,2,2
11698,Cote d'Ivoire,2020-03-24,73,0,2
11699,Croatia,2020-03-24,382,1,5
11700,Cuba,2020-03-24,48,1,1
11701,Cyprus,2020-03-24,124,3,3
11702,Czechia,2020-03-24,1394,3,10
11703,Denmark,2020-03-24,1718,32,36
11704,Diamond Princess,2020-03-24,712,10,325
11705,Djibouti,2020-03-24,3,0,0
11706,Dominica,2020-03-24,2,0,0
11707,Dominican Republic,2020-03-24,312,6,3
11708,Ecuador,2020-03-24,1082,27,3
11709,Egypt,2020-03-24,402,20,80
11710,El Salvador,2020-03-24,5,0,0
11711,Equatorial Guinea,2020-03-24,9,0,0
11712,Eritrea,2020-03-24,1,0,0
11713,Estonia,2020-03-24,369,0,7
11714,Eswatini,2020-03-24,4,0,0
11715,Ethiopia,2020-03-24,12,0,0
11716,Fiji,2020-03-24,4,0,0
11717,Finland,2020-03-24,792,1,10
11718,France,2020-03-24,22622,1102,3250
11719,Gabon,2020-03-24,6,1,0
11720,Gambia,2020-03-24,3,1,0
11721,Georgia,2020-03-24,70,0,9
11722,Germany,2020-03-24,32986,157,3243
11723,Ghana,2020-03-24,53,2,0
11724,Greece,2020-03-24,743,20,29
11725,Grenada,2020-03-24,1,0,0
11726,Guatemala,2020-03-24,21,1,0
11727,Guinea,2020-03-24,4,0,0
11728,Guinea-Bissau,2020-03-24,0,0,0
11729,Guyana,2020-03-24,5,1,0
11730,Haiti,2020-03-24,7,0,0
11731,Holy See,2020-03-24,4,0,0
11732,Honduras,2020-03-24,30,0,0
11733,Hungary,2020-03-24,187,9,21
11734,Iceland,2020-03-24,648,2,51
11735,India,2020-03-24,536,10,40
11736,Indonesia,2020-03-24,686,55,30
11737,Iran,2020-03-24,24811,1934,8913
11738,Iraq,2020-03-24,316,27,75
11739,Ireland,2020-03-24,1329,7,5
11740,Israel,2020-03-24,1238,3,53
11741,Italy,2020-03-24,69176,6820,8326
11742,Jamaica,2020-03-24,21,1,2
11743,Japan,2020-03-24,1193,43,285
11744,Jordan,2020-03-24,154,0,1
11745,Kazakhstan,2020-03-24,72,0,0
11746,Kenya,2020-03-24,25,0,0
11747,"Korea, South",2020-03-24,9037,120,3507
11748,Kosovo,2020-03-24,0,0,0
11749,Kuwait,2020-03-24,191,0,39
11750,Kyrgyzstan,2020-03-24,42,0,0
11751,Laos,2020-03-24,2,0,0
11752,Latvia,2020-03-24,197,0,1
11753,Lebanon,2020-03-24,318,4,8
11754,Lesotho,2020-03-24,0,0,0
11755,Liberia,2020-03-24,3,0,0
11756,Libya,2020-03-24,1,0,0
11757,Liechtenstein,2020-03-24,51,0,0
11758,Lithuania,2020-03-24,209,2,1
11759,Luxembourg,2020-03-24,1099,8,6
11760,MS Zaandam,2020-03-24,0,0,0
11761,Madagascar,2020-03-24,17,0,0
11762,Malawi,2020-03-24,0,0,0
11763,Malaysia,2020-03-24,1624,16,183
11764,Maldives,2020-03-24,13,0,5
11765,Mali,2020-03-24,0,0,0
11766,Malta,2020-03-24,110,0,2
11767,Mauritania,2020-03-24,2,0,0
11768,Mauritius,2020-03-24,42,2,0
11769,Mexico,2020-03-24,405,5,4
11770,Moldova,2020-03-24,125,1,2
11771,Monaco,2020-03-24,23,0,1
11772,Mongolia,2020-03-24,10,0,0
11773,Montenegro,2020-03-24,47,1,0
11774,Morocco,2020-03-24,170,5,6
11775,Mozambique,2020-03-24,3,0,0
11776,Namibia,2020-03-24,7,0,2
11777,Nepal,2020-03-24,2,0,1
11778,Netherlands,2020-03-24,5580,277,1
11779,New Zealand,2020-03-24,155,0,12
11780,Nicaragua,2020-03-24,2,0,0
11781,Niger,2020-03-24,3,0,0
11782,Nigeria,2020-03-24,44,1,2
11783,North Macedonia,2020-03-24,148,2,1
11784,Norway,2020-03-24,2863,12,6
11785,Oman,2020-03-24,84,0,17
11786,Pakistan,2020-03-24,1063,8,21
11787,Panama,2020-03-24,345,6,1
11788,Papua New Guinea,2020-03-24,1,0,0
11789,Paraguay,2020-03-24,27,2,0
11790,Peru,2020-03-24,416,7,1
11791,Philippines,2020-03-24,552,35,20
11792,Poland,2020-03-24,901,10,1
11793,Portugal,2020-03-24,2362,33,22
11794,Qatar,2020-03-24,526,0,41
11795,Romania,2020-03-24,794,11,79
11796,Russia,2020-03-24,495,1,22
11797,Rwanda,2020-03-24,40,0,0
11798,Saint Kitts and Nevis,2020-03-24,0,0,0
11799,Saint Lucia,2020-03-24,3,0,0
11800,Saint Vincent and the Grenadines,2020-03-24,1,0,0
11801,San Marino,2020-03-24,187,21,4
11802,Sao Tome and Principe,2020-03-24,0,0,0
11803,Saudi Arabia,2020-03-24,767,1,28
11804,Senegal,2020-03-24,86,0,8
11805,Serbia,2020-03-24,303,3,15
11806,Seychelles,2020-03-24,7,0,0
11807,Sierra Leone,2020-03-24,0,0,0
11808,Singapore,2020-03-24,558,2,156
11809,Slovakia,2020-03-24,204,0,7
11810,Slovenia,2020-03-24,480,4,0
11811,Somalia,2020-03-24,1,0,0
11812,South Africa,2020-03-24,554,0,4
11813,South Sudan,2020-03-24,0,0,0
11814,Spain,2020-03-24,39885,2808,3794
11815,Sri Lanka,2020-03-24,102,0,2
11816,Sudan,2020-03-24,3,1,0
11817,Suriname,2020-03-24,7,0,0
11818,Sweden,2020-03-24,2286,36,0
11819,Switzerland,2020-03-24,9877,122,131
11820,Syria,2020-03-24,1,0,0
11821,Taiwan*,2020-03-24,215,2,29
11822,Tajikistan,2020-03-24,0,0,0
11823,Tanzania,2020-03-24,12,0,0
11824,Thailand,2020-03-24,827,4,52
